,x_i,n,sum1,sum2
0,1.000000000000000,100.000000000000000,0.367878908918837,0.367878908918837
1,1.010000000000000,100.000000000000000,0.361520967843848,0.361520967843848
2,1.020000000000000,100.000000000000000,0.355319591523959,0.355319591523959
3,1.030000000000000,100.000000000000000,0.349269704520451,0.349269704520451
4,1.040000000000000,100.000000000000000,0.343366437215964,0.343366437215964
5,1.050000000000000,100.000000000000000,0.337605115747569,0.337605115747569
6,1.060000000000000,100.000000000000000,0.331981252517515,0.331981252517516
7,1.070000000000000,100.000000000000000,0.326490537243599,0.326490537243599
8,1.080000000000000,100.000000000000000,0.321128828513926,0.321128828513926
9,1.090000000000000,100.000000000000000,0.315892145813425,0.315892145813425
10,1.100000000000000,100.000000000000000,0.310776661991872,0.310776661991872
11,1.110000000000000,100.000000000000000,0.305778696145353,0.305778696145353
12,1.120000000000000,100.000000000000000,0.300894706885114,0.300894706885114
13,1.130000000000000,100.000000000000000,0.296121285969619,0.296121285969618
14,1.140000000000000,100.000000000000000,0.291455152277293,0.291455152277293
15,1.150000000000000,100.000000000000000,0.286893146099063,0.286893146099063
16,1.160000000000000,100.000000000000000,0.282432223731198,0.282432223731198
17,1.170000000000000,100.000000000000000,0.278069452350334,0.278069452350334
18,1.180000000000000,100.000000000000000,0.273802005153775,0.273802005153774
19,1.190000000000000,100.000000000000000,0.269627156749321,0.269627156749321
20,1.200000000000000,100.000000000000000,0.265542278779925,0.265542278779924
21,1.210000000000000,100.000000000000000,0.261544835769437,0.261544835769437
22,1.220000000000000,100.000000000000000,0.257632381176654,0.257632381176654
23,1.230000000000000,100.000000000000000,0.253802553645650,0.253802553645650
24,1.240000000000000,100.000000000000000,0.250053073441229,0.250053073441229
25,1.250000000000000,100.000000000000000,0.246381739058987,0.246381739058987
26,1.260000000000000,100.000000000000000,0.242786424000189,0.242786424000189
27,1.270000000000000,100.000000000000000,0.239265073702260,0.239265073702260
28,1.280000000000000,100.000000000000000,0.235815702616298,0.235815702616298
29,1.290000000000000,100.000000000000000,0.232436391423506,0.232436391423507
30,1.300000000000000,100.000000000000000,0.229125284383003,0.229125284383003
31,1.310000000000000,100.000000000000000,0.225880586803868,0.225880586803868
32,1.320000000000000,100.000000000000000,0.222700562634789,0.222700562634789
33,1.330000000000000,100.000000000000000,0.219583532165000,0.219583532165000
34,1.340000000000000,100.000000000000000,0.216527869830647,0.216527869830647
35,1.350000000000000,100.000000000000000,0.213532002121031,0.213532002121031
36,1.360000000000000,100.000000000000000,0.210594405579512,0.210594405579512
37,1.370000000000000,100.000000000000000,0.207713604894174,0.207713604894174
38,1.380000000000000,100.000000000000000,0.204888171073633,0.204888171073633
39,1.390000000000000,100.000000000000000,0.202116719703629,0.202116719703629
40,1.400000000000000,100.000000000000000,0.199397909280316,0.199397909280316
41,1.410000000000000,100.000000000000000,0.196730439616370,0.196730439616370
42,1.420000000000000,100.000000000000000,0.194113050316278,0.194113050316278
43,1.430000000000000,100.000000000000000,0.191544519317372,0.191544519317372
44,1.440000000000000,100.000000000000000,0.189023661493341,0.189023661493341
45,1.450000000000000,100.000000000000000,0.186549327317188,0.186549327317188
46,1.460000000000000,100.000000000000000,0.184120401580700,0.184120401580700
47,1.470000000000000,100.000000000000000,0.181735802167718,0.181735802167718
48,1.480000000000000,100.000000000000000,0.179394478878614,0.179394478878614
49,1.490000000000000,100.000000000000000,0.177095412303517,0.177095412303517
50,1.500000000000000,100.000000000000000,0.174837612741986,0.174837612741986
51,1.510000000000000,100.000000000000000,0.172620119166931,0.172620119166931
52,1.520000000000000,100.000000000000000,0.170441998230708,0.170441998230708
53,1.530000000000000,100.000000000000000,0.168302343311422,0.168302343311422
54,1.540000000000000,100.000000000000000,0.166200273597580,0.166200273597580
55,1.550000000000000,100.000000000000000,0.164134933209323,0.164134933209323
56,1.560000000000000,100.000000000000000,0.162105490354567,0.162105490354567
57,1.570000000000001,100.000000000000000,0.160111136518467,0.160111136518467
58,1.580000000000001,100.000000000000000,0.158151085684696,0.158151085684696
59,1.590000000000001,100.000000000000000,0.156224573587106,0.156224573587106
60,1.600000000000001,100.000000000000000,0.154330856990426,0.154330856990426
61,1.610000000000001,100.000000000000000,0.152469212998700,0.152469212998700
62,1.620000000000001,100.000000000000000,0.150638938390234,0.150638938390234
63,1.630000000000001,100.000000000000000,0.148839348977907,0.148839348977907
64,1.640000000000001,100.000000000000000,0.147069778993723,0.147069778993723
65,1.650000000000001,100.000000000000000,0.145329580496567,0.145329580496567
66,1.660000000000001,100.000000000000000,0.143618122802147,0.143618122802147
67,1.670000000000001,100.000000000000000,0.141934791934193,0.141934791934193
68,1.680000000000001,100.000000000000000,0.140278990095989,0.140278990095989
69,1.690000000000001,100.000000000000000,0.138650135161381,0.138650135161381
70,1.700000000000001,100.000000000000000,0.137047660184449,0.137047660184449
71,1.710000000000001,100.000000000000000,0.135471012927045,0.135471012927045
72,1.720000000000001,100.000000000000000,0.133919655403469,0.133919655403469
73,1.730000000000001,100.000000000000000,0.132393063441560,0.132393063441559
74,1.740000000000001,100.000000000000000,0.130890726259529,0.130890726259528
75,1.750000000000001,100.000000000000000,0.129412146057893,0.129412146057893
76,1.760000000000001,100.000000000000000,0.127956837625892,0.127956837625892
77,1.770000000000001,100.000000000000000,0.126524327961789,0.126524327961789
78,1.780000000000001,100.000000000000000,0.125114155906520,0.125114155906520
79,1.790000000000001,100.000000000000000,0.123725871790132,0.123725871790132
80,1.800000000000001,100.000000000000000,0.122359037090508,0.122359037090508
81,1.810000000000001,100.000000000000000,0.121013224103901,0.121013224103901
82,1.820000000000001,100.000000000000000,0.119688015626789,0.119688015626789
83,1.830000000000001,100.000000000000000,0.118383004648632,0.118383004648632
84,1.840000000000001,100.000000000000000,0.117097794055075,0.117097794055075
85,1.850000000000001,100.000000000000000,0.115831996341225,0.115831996341225
86,1.860000000000001,100.000000000000000,0.114585233334576,0.114585233334576
87,1.870000000000001,100.000000000000000,0.113357135927243,0.113357135927243
88,1.880000000000001,100.000000000000000,0.112147343817124,0.112147343817125
89,1.890000000000001,100.000000000000000,0.110955505257668,0.110955505257668
90,1.900000000000001,100.000000000000000,0.109781276815899,0.109781276815899
91,1.910000000000001,100.000000000000000,0.108624323138422,0.108624323138422
92,1.920000000000001,100.000000000000000,0.107484316725065,0.107484316725065
93,1.930000000000001,100.000000000000000,0.106360937709913,0.106360937709913
94,1.940000000000001,100.000000000000000,0.105253873649428,0.105253873649428
95,1.950000000000001,100.000000000000000,0.104162819317420,0.104162819317420
96,1.960000000000001,100.000000000000000,0.103087476506584,0.103087476506584
97,1.970000000000001,100.000000000000000,0.102027553836403,0.102027553836403
98,1.980000000000001,100.000000000000000,0.100982766567140,0.100982766567140
99,1.990000000000001,100.000000000000000,0.099952836419740,0.099952836419740
